# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,density,density_error_max,density_error_min
WASP-136 b,Confirmed,1.51,0.08,0.08,,,,1.38,0.16,0.16,5.215357,6e-06,6e-06,0.0661,0.0012,0.0012,,,,84.7,1.3,1.6,,2016.0,2016-07-27,,,,,,,,,,2456776.90615,0.00109,0.00109,,,,,,,0.59,0.14,0.008,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-136,0.32570833939,-8.9262778038,9.98,,,,,164.0,18.0,18.0,,,,1.51,0.08,0.08,1.38,0.16,0.16,,3.62,0.7,0.7,6260.0,100.0,100.0,,,,0.13716745435556674,0.04895609767570515,0.04895609767570515
WASP-139 b,Confirmed,0.11699999999999999,0.017,0.017,,,,0.8,0.05,0.05,5.924262000000001,4e-06,4e-06,0.062,0.002,0.002,0.0,,,88.9,0.5,0.5,,2016.0,2016-07-11,,,,,,,,,,2457196.7933,0.0003,0.0003,,,,,,,0.33,0.14,0.14,,,,14.0,0.0014,0.0014,910.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-139,49.562500005,-41.30222223,12.4,,,,,230.0,40.0,40.0,0.2,0.09,0.09,,,,,,,K0,0.5,,,5310.0,90.0,90.0,,,,0.054554086938725835,0.010270848267596838,0.010270848267596838
WASP-140 b,Confirmed,2.44,0.07,0.07,,,,1.44,0.18,0.42,2.2359835,8e-06,8e-06,0.0323,0.0005,0.0005,0.047,0.0035,0.0035,83.3,0.8,0.5,,2016.0,2016-07-11,356.0,8.0,8.0,,,,,,,,,,,,,,,,0.99,0.03,0.07,,,,403.0,3.0,3.0,1320.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-140,60.38750001100001,-20.451111121,11.1,,,,,180.0,30.0,30.0,0.12,0.1,0.1,0.9,0.04,0.04,0.87,0.04,0.04,K0,1.6,0.9,1.4,5260.0,100.0,100.0,,,,0.19508044641777617,0.17124074469066045,0.07441877977441363
WASP-141 b,Confirmed,2.69,0.15,0.15,,,,1.21,0.08,0.08,3.310651,5e-06,5e-06,0.0469,0.0007,0.0007,0.0,,,87.6,1.3,1.3,,2016.0,2016-07-11,,,,,,,,,,2457019.5953,0.0003,0.0003,,,,,,,0.31,0.12,0.12,,,,315.0,15.0,15.0,1540.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-141,71.82500000600001,-17.115277792,12.4,,,,,570.0,150.0,150.0,0.29,0.09,0.09,1.25,0.06,0.06,1.37,0.07,0.07,F9,4.0,2.4,4.6,5900.0,120.0,120.0,,,,0.36249962342577974,0.09014628436551554,0.09014628436551554
WASP-142 b,Confirmed,0.84,0.09,0.09,,,,1.53,0.08,0.08,2.052868,2e-06,2e-06,0.0347,0.0007,0.0007,0.0,,,80.2,0.6,0.6,,2016.0,2016-07-11,,,,,,,,,,2457007.7779,0.0004,0.0004,,,,,,,0.77,0.02,0.02,,,,109.0,10.0,10.0,2000.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-142,140.50833333399999,-23.94611114,12.3,,,,,840.0,310.0,310.0,0.26,0.12,0.12,1.33,0.08,0.08,1.64,0.08,0.08,F8,2.0,,,6010.0,140.0,140.0,,,,0.05599076281084788,0.010125805351254086,0.010125805351254086
WASP-144 b,Confirmed,0.44,0.06,0.06,,,,0.85,0.05,0.05,2.2783152,1.3e-06,1.3e-06,0.0316,0.0005,0.0005,0.0,0.0,0.3,86.9,0.5,0.5,,2018.0,2018-03-16,,,,,,,,,,2457157.27493,0.00015,0.00015,,,,,,,0.45,0.07,0.07,,,,78.0,11.0,11.0,1260.0,40.0,40.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-144,320.762500001,-40.048333346,12.9,,,,,,,,0.18,0.14,0.14,0.81,0.0,0.0,0.81,0.04,0.04,K2V,0.5,0.0,10.0,4950.0,150.0,150.0,,,,0.17104378170673878,0.03188114247788702,0.03188114247788702
WASP-145A b,Confirmed,0.89,0.04,0.04,,,,0.9,0.04,0.04,,,,0.0261,0.0005,0.0005,0.0,0.0,0.06,83.3,1.3,1.3,,2018.0,2018-05-15,,,,,,,,,,2456844.1652599997,0.00026000000000000003,0.00026000000000000003,,,,,,,0.97,0.09,0.09,,,,178.0,6.0,6.0,1200.0,60.0,60.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-145A,322.254166667,-58.83611113,11.5,,,,,,,,-0.04,0.1,0.1,0.76,0.04,0.04,0.68,0.07,0.07,K2V,0.5,0.0,10.0,4900.0,150.0,150.0,,,,0.291456583028368,0.04057194747807864,0.04057194747807864
WASP-147 b,Confirmed,0.275,0.027000000000000003,0.027999999999999997,,,,1.115,0.09300000000000001,0.14,4.60273,2.7000000000000002e-05,2.7000000000000002e-05,0.0549,0.0013,0.0012,0.0,0.0,0.19,87.9,1.6,1.5,,2018.0,2018-07-22,,,,,,,,,,2456562.595,0.0013,0.0013,,,,,,,0.31,0.21,0.19,,,,32.7,2.8,2.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-147,359.191541682,-22.153163894400002,12.31,,,,,426.0,14.0,14.0,0.092,0.071,0.069,1.044,0.073,0.07,1.429,0.076,0.14,G4,8.47,0.78,0.78,5702.0,100.0,100.0,,,,0.047360849364384984,0.01788918015729096,0.011919621954767926
WASP-151 b,Confirmed,0.31,0.03,0.04,,,,1.13,0.03,0.03,4.533471,4e-06,4e-06,0.055,0.001,0.001,0.0,0.0,0.003,89.2,0.6,0.6,,2017.0,2017-11-06,310.0,30.0,120.0,,,,,,,2457741.0081,0.0002,0.0001,,,,,,,,,,,,,37.0,3.0,4.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-151,349.06341667199996,0.306805567,12.9,,,,,480.0,75.0,75.0,0.1,0.1,0.1,1.077,0.081,0.081,1.14,0.03,0.03,G1,5.1,1.3,1.3,5871.0,57.0,57.0,,,"K2-134, EPIC 246441449, 2MASS J23161522+0018242",0.05129059699876799,0.004571338483364429,0.004365275225131352
WASP-153 b,Confirmed,0.39,0.02,0.02,,,,1.55,0.08,0.1,3.3326089999999997,2e-06,2e-06,0.048,0.001,0.001,0.0,0.0,0.009000000000000001,84.1,0.7,0.7,,2017.0,2017-11-06,,,,,,,,,,2453142.542,0.003,0.003,,,,,,,,,,,,,44.0,2.0,2.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-153,279.262375001,40.0187222242,12.8,,,,,430.0,35.0,35.0,0.34,0.11,0.11,1.3359999999999999,0.086,0.086,1.73,0.09,0.1,G0,4.0,0.8,0.8,5914.0,64.0,64.0,,,,0.02500235418985835,0.004864932491692391,0.003903493379800796
WASP-156 b,Confirmed,0.128,0.009000000000000001,0.01,,,,0.51,0.02,0.02,3.8361690000000004,3e-06,3e-06,0.0453,0.0009,0.0009,0.0,0.0,0.006999999999999999,89.1,0.9,0.6,,2017.0,2017-11-06,,,,,,,,,,2454677.707,0.002,0.002,,,,,,,,,,,,,19.0,1.0,1.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-156,32.7817083359,2.4180000094,11.6,,,,,140.0,25.0,25.0,0.24,0.12,0.12,0.8420000000000001,0.052000000000000005,0.052000000000000005,0.76,0.03,0.03,K3,6.4,4.0,4.0,4910.0,61.0,61.0,,,,0.23036199556463127,0.027199138888147165,0.02718059767418129
WASP-158 b,Confirmed,2.79,0.23,0.23,,,,1.07,0.15,0.15,,,,0.0517,0.0018,0.0018,0.0,0.0,0.16,87.7,1.5,1.5,,2018.0,2018-05-15,,,,,,,,,,2457619.9195,0.001,0.001,,,,,,,0.32,0.23,0.23,,,,295.0,15.0,15.0,1590.0,80.0,80.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-158,4.145833345,-10.976388916,12.1,,,,,,,,0.24,0.1,0.1,1.38,0.14,0.14,1.39,0.18,0.18,F6V,1.7,0.0,1.7,6350.0,150.0,150.0,,,,0.5437061693667748,0.26062267124286087,0.26062267124286087
WASP-160 B b,Confirmed,0.281,0.044000000000000004,0.046,,,,1.093,0.039,0.048,3.7684949999999997,3.3e-06,3.5000000000000004e-06,0.0455,0.0012,0.0012,0.0,0.0,0.22,89.02,0.59,0.63,,2018.0,2018-07-22,,,,,,,,,,2457383.6549400003,0.00021,0.00021,,,,,,,0.19,0.12,0.11,,,,39.9,6.1,6.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-160 B,87.679416681,-27.6231639064,13.09,,,,,,,,0.389,0.08,0.08,0.89,0.07,0.07,0.872,0.027999999999999997,0.031,K0V,8.24,1.56,1.56,5302.0,96.0,100.0,,,,0.051375637600224906,0.007169322419376281,0.005945960652476446
WASP-161 b,Confirmed,2.49,0.21,0.21,,,,1.143,0.057999999999999996,0.065,5.4060425,4.8e-06,4.8e-06,0.0673,0.0023,0.0023,,,,89.01,1.0,0.69,,2018.0,2018-07-18,,,,,,,,,,2457416.5289,0.0011,0.0011,,,,,,,0.14,0.1,0.15,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-161,126.33787500700001,-11.501000010799999,11.09,,,,,,,,0.16,0.09,0.09,1.39,0.14,0.14,1.712,0.07200000000000001,0.083,F6,,,,6406.0,100.0,100.0,,,2MASS08252108-1130035,0.39808154718423433,0.10770707692820494,0.10325154024847591
WASP-163 b,Confirmed,1.87,0.21,0.21,,,,1.202,0.09699999999999999,0.09699999999999999,1.6096883999999998,1.5e-06,1.5e-06,0.0266,0.0014,0.0014,,,,85.42,0.85,1.1,,2018.0,2018-07-18,,,,,,,,,,2457918.462,0.0004,0.0004,,,,,,,0.44799999999999995,0.094,0.063,,,,329.0,14.0,14.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-163,256.53741667,-10.413055574,12.54,,,,,,,,-0.34,0.21,0.21,0.97,0.15,0.15,1.015,0.07400000000000001,0.071,G8,,,,5499.0,200.0,200.0,,,2MASS17060901-1024467,0.2570630134103034,0.0823848731029086,0.0823848731029086
WASP-164 b,Confirmed,2.13,0.13,0.12,,,,1.128,0.043,0.040999999999999995,1.7771255000000001,2.8e-06,2.8e-06,0.02818,0.00072,0.00065,0.0,0.0,0.09,82.73,0.21,0.22,,2018.0,2018-07-22,,,,,,,,,,2457203.85378,0.0002,0.0002,,,,,,,0.8216,0.0091,0.0084,,,,367.0,12.0,12.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-164,344.87341667699997,-60.4477694647,12.62,,,,,,,,-0.01,0.2,0.19,0.946,0.071,0.067,0.932,0.03,0.027999999999999997,G2V,4.08,2.38,2.38,5806.0,200.0,190.0,,,,0.35429391647437514,0.05744619760481999,0.06134361436782984
WASP-165 b,Confirmed,0.6579999999999999,0.092,0.09699999999999999,,,,1.26,0.17,0.19,3.4655089999999995,2.3e-05,2.3e-05,0.04823,0.0009199999999999999,0.00091,0.0,0.0,0.14,84.9,1.7,2.5,,2018.0,2018-07-22,,,,,,,,,,2457649.71142,0.00093,0.00093,,,,,,,0.53,0.22,0.11,,,,76.0,10.0,10.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-165,357.580541673,-17.0775722323,12.69,,,,,,,,0.33,0.13,0.13,1.248,0.07,0.07200000000000001,1.75,0.18,0.18,G6,4.77,0.92,0.92,5599.0,150.0,150.0,,,,0.0785282011140409,0.03633213338134319,0.03259593911842737
WASP-167 b,Confirmed,8.0,7.999,0.0,,,,1.51,0.03,0.03,2.0219591,6e-07,6e-07,0.0365,0.0006,0.0006,,,,79.9,0.4,0.4,,2017.0,2017-08-17,,,,,,,2456592.4635,0.0002,0.0002,,,,,,,195.0,5.0,5.0,0.77,0.01,0.01,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KELT-13 b,,WASP-167,196.04387500400003,-35.5495222458,10.5,,,,,381.0,13.0,15.0,-0.04,0.09,0.16,1.518,0.087,0.069,1.756,0.057,0.067,F1 V,1.29,0.27,0.36,7043.0,68.0,89.0,,,"KELT-13, 2MASS J13041053{353258",0.5547157996447653,0.03306253110465488,4.437294858448406
WASP-168 b,Confirmed,0.42,0.04,0.04,,,,1.5,0.3,0.5,4.153658,3e-06,3e-06,0.0519,0.0008,0.0008,0.0,0.0,0.09,84.4,0.6,0.6,,2018.0,2018-05-15,,,,,,,,,,2457424.5278,0.0004,0.0004,,,,,,,0.97,0.04,0.06,,,,50.0,4.0,4.0,1340.0,40.0,40.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-168,96.745833353,-46.821388909,11.0,,,,,,,,-0.01,,,1.08,,,1.12,,,F9V,1.0,,,6000.0,,,,,,0.02970892271048713,0.029732680349398136,0.017864921607557073
WASP-170 b,Confirmed,1.6,0.2,0.2,,,,1.0959999999999999,0.085,0.085,2.34478022,3.6000000000000003e-06,3.6000000000000003e-06,0.0337,0.0018,0.0018,,,,84.87,0.28,0.28,,2018.0,2018-07-18,,,,,,,,,,2457802.3915,0.0002,0.0002,,,,,,,0.6890000000000001,0.021,0.021,,,,255.0,15.0,15.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-170,135.416375013,-20.7204444618,12.79,,,,,,,,0.22,0.09,0.09,0.93,0.15,0.15,0.938,0.061,0.055999999999999994,G1,,,,5593.0,150.0,150.0,,,2MASS09013992-2043133,0.29013472508179927,0.08901636242181556,0.08901636242181556
WASP-172 b,Confirmed,0.47,0.1,0.1,,,,1.57,0.1,0.1,5.477433,7.000000000000001e-06,7.000000000000001e-06,0.0694,0.001,0.001,0.0,0.0,0.28,86.7,1.1,1.1,,2018.0,2018-05-15,,,,,,,,,,2457032.2617,0.0005,0.0005,,,,,,,0.45,0.12,0.12,,,,42.0,0.009000000000000001,0.009000000000000001,1740.0,60.0,60.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-172,199.433333348,-47.237500008000005,11.0,,,,,,,,-0.1,0.08,0.08,1.49,0.07,0.07,1.91,0.1,0.1,F1V,1.2,1.2,0.0,6900.0,150.0,150.0,,,,0.028994143993073245,0.006253105766761294,0.006253105766761294
WASP-173A b,Confirmed,3.69,0.18,0.18,,,,1.2,0.06,0.06,1.38665318,2.7e-07,2.7e-07,0.0248,0.0006,0.0006,0.0,,,85.2,1.1,1.1,,2018.0,2018-08-17,,,,,,,,,,2457288.8585,,,,,,,,,0.4,0.08,0.08,,,,645.0,7.0,7.0,1880.0,55.0,55.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-173A,354.16666668,-34.61138891,11.3,,,,,,,,0.16,0.14,0.14,1.05,0.08,0.08,1.11,0.05,0.05,G3,5.0,0.0,5.0,5700.0,150.0,150.0,,,WDS23366-3437,0.5097931770912274,0.11944835988468547,0.11944835988468547
WASP-174 b,Confirmed,1.3,0.0,1.3,,,,1.2,0.5,0.5,4.2337,3e-06,3e-06,0.0555,0.0009,0.0009,,,,84.5,0.6,0.6,,2018.0,2018-03-15,,,,,,,,,,2457465.9322,0.0005,0.0005,,,,31.0,1.0,1.0,0.92,0.03,0.03,,,,,,,1470.0,60.0,60.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-174,195.795833337,-41.384722231,,,,,,,,,0.12,0.08,0.08,1.28,0.07,0.07,,,,F6V,1.65,0.85,0.85,6400.0,100.0,100.0,,,,0.1796019323085625,0.3239064956501693,0.2245024153857031
WASP-22 b,Confirmed,0.617,0.0172,0.0032,0.617,0.017,0.0028,1.199,0.027000000000000003,0.046,3.5327312999999996,5.7999999999999995e-06,5.7999999999999995e-06,0.04698,0.00037,0.00037,0.0,,,88.26,0.91,0.91,0.000157,2010.0,2015-12-18,,,,,,,,,,2455497.39967,0.00025,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-22,52.8166667,-23.819722199999998,12.0,,,,,300.0,,,-0.05,0.08,0.08,1.1,0.3,0.3,1.13,0.03,0.03,,,,,6000.0,100.0,100.0,,,,0.08545530044899448,0.009839356561905765,0.005957217189812124
WASP-41 b,Confirmed,0.94,0.05,0.05,0.94,0.05,0.05,1.18,0.03,0.03,3.052404,9.000000000000001e-07,9.000000000000001e-07,0.04,0.001,0.001,0.026000000000000002,0.026000000000000002,0.0,89.4,0.3,0.3,0.00022200000000000003,2010.0,2015-09-28,,,,,,,,,,2456014.9936,0.0001,0.0001,,,,29.0,10.0,14.0,0.1,0.06,0.06,,,,138.0,2.0,2.0,1244.0,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,WASP-41,190.61873750900003,-30.6398750179,11.6,,,,,180.0,60.0,60.0,-0.08,0.09,0.09,0.95,0.09,0.09,1.01,0.26,0.26,G8V,,,,5450.0,150.0,150.0,,,,0.13658192278639275,0.012456161943139579,0.012456161943139579
WASP-43 b,Confirmed,2.052,0.053,0.053,2.0340000000000003,0.052000000000000005,0.052000000000000005,1.036,0.019,0.019,0.81347753,7e-07,7e-07,0.01526,0.00018,0.00018,0.0035,0.0025,0.0025,82.33,0.2,0.2,,2011.0,2017-02-13,328.0,34.0,34.0,,,,,,,2455726.54336,0.00011999999999999999,0.00011999999999999999,,,,3.5,6.8,6.8,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"CO2, H2O, C, O I, CO, CH4, NH3",WASP-43,154.9083333,-9.806388900000002,12.4,,,,,,,,-0.01,0.012,0.012,0.7170000000000001,0.025,0.025,0.667,0.01,0.01,K7V,0.4,,inf,4520.0,120.0,120.0,,,,0.4405644811891301,0.03365671564148367,0.03365671564148367
WASP-47 b,Confirmed,1.13,0.038,0.038,,,,1.17,0.079,0.079,4.15912,1e-05,1e-05,0.052000000000000005,0.011000000000000001,0.011000000000000001,0.0028,0.0028,0.0028,89.02,0.17,0.17,0.00026000000000000003,2011.0,2016-12-16,51.0,82.0,82.0,2455764.3463,0.0002,0.0002,,,,2456982.97823,0.00032,0.00032,,,,,,,0.13,0.08,0.05,,,,142.0,1.7,1.7,1275.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-47,331.2041667,-12.0188889,11.9,,,,,200.0,30.0,30.0,0.18,0.07,0.07,1.11,0.49,0.39,1.16,0.26,0.26,G9V,,,,5400.0,100.0,100.0,,,,0.16843496433955182,0.03471403983138318,0.03471403983138318
WASP-55 b,Confirmed,0.57,0.04,0.04,0.57,0.04,0.04,1.3,0.03,0.05,4.465633,4e-06,4e-06,0.0533,0.0007,0.0007,0.0,0.0,0.2,89.2,0.6,0.6,,2011.0,2015-08-17,,,,,,,,,,2455737.9396,0.0003,0.0003,,,,,,,0.15,0.12,0.12,,,,,7.1,7.1,1290.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-55,203.758333334,-17.5036111,11.8,,,,,330.0,50.0,50.0,-0.2,0.07,0.07,1.013,0.037000000000000005,0.037000000000000005,1.011,0.036000000000000004,0.036000000000000004,G1,3.0,2.0,5.0,5900.0,100.0,100.0,,,,0.0619378590548796,0.00756393124665428,0.004952279240007175
WASP-69 b,Confirmed,0.26,0.017,0.017,0.26,0.017,0.017,1.057,0.047,0.047,3.8681382000000006,1.7e-06,1.7e-06,0.04525,0.00053,0.00053,0.0,,,86.71,0.2,0.2,,2011.0,2017-10-19,,,,,,,,,,2455748.83344,0.00018,0.00018,,,,,,,0.6859999999999999,0.6859999999999999,0.6859999999999999,,,,,,,963.0,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,Na,WASP-69,315.025000002,-5.094444455,9.87,,,,,50.0,10.0,10.0,0.14400000000000002,0.077,0.077,0.826,0.028999999999999998,0.028999999999999998,0.813,0.027999999999999997,0.027999999999999997,K5,2.0,,,4715.0,50.0,50.0,,,,0.05256053495176347,0.0070680926378577915,0.0070680926378577915
WASP-70 A b,Confirmed,0.59,0.022000000000000002,0.023,0.59,0.022000000000000002,0.022000000000000002,1.1640000000000001,0.073,0.102,3.7130203,4.7e-06,4.7e-06,0.048530000000000004,0.00062,0.00062,0.0,,,87.12,1.24,0.65,,2011.0,2017-06-08,,,,,,,,,,2455736.50348,0.00027,0.00027,,,,,,,0.431,,,,,,,,,1387.0,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,WASP-70 A,315.475000018,-13.433333355,10.79,,,,,245.0,20.0,20.0,-0.006,0.063,0.063,1.1059999999999999,0.042,0.042,1.215,0.064,0.08900000000000001,G4,9.5,0.5,0.5,5763.0,79.0,79.0,,,,0.0893108990860673,0.02356832614012141,0.01691782508723292
WASP-74 b,Confirmed,0.97,0.06,0.06,0.95,0.06,0.06,1.56,0.06,0.06,2.13775,1e-06,1e-06,0.037000000000000005,0.001,0.001,0.0,,,79.81,0.24,0.24,,2014.0,2015-04-06,,,,,,,,,,2456506.8916,0.0002,0.0002,,,,,,,0.86,0.006,0.006,,,,114.1,1.4,1.4,1910.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-74,304.54166667,-1.0758333420000001,9.7,,,,,120.0,20.0,20.0,0.39,0.13,0.13,1.48,0.12,0.12,1.64,0.05,0.05,F9,2.0,1.6,1.0,5970.0,110.0,110.0,,,,0.060997119967545095,0.007932817792934733,0.007932817792934733
WASP-83 b,Confirmed,0.3,0.03,0.03,0.3,0.03,0.03,1.04,0.05,0.08,4.071251999999999,1.4999999999999999e-05,1.4999999999999999e-05,0.059000000000000004,0.001,0.001,0.0,,,88.9,0.7,0.7,,2014.0,2015-07-27,,,,,,,,,,2455928.8853,0.0004,0.0004,,,,,,,0.23,0.15,0.15,,,,32.9,3.0,3.0,1120.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-83,190.154166679,-19.284166672999998,12.9,,,,,300.0,50.0,50.0,0.29,0.12,0.12,1.11,0.09,0.09,1.05,0.06,0.04,G8,5.0,0.0,7.0,5480.0,110.0,110.0,,,,0.06366967419292723,0.01481663742922532,0.009379672135697372
WASP-84 b,Confirmed,0.6940000000000001,0.027999999999999997,0.027999999999999997,0.6940000000000001,0.027999999999999997,0.027999999999999997,0.9420000000000001,0.022000000000000002,0.022000000000000002,8.5234865,7.000000000000001e-06,7.000000000000001e-06,0.0771,0.0012,0.0012,0.0,,,88.368,0.05,0.05,,2013.0,2015-02-16,,,,,,,,,,2456286.10583,9e-05,9e-05,,,,359.7,1.7,1.7,0.632,,,,,,,,,797.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-84,131.1083,1.8433,,,,,,120.0,50.0,50.0,0.0,0.1,0.1,0.8420000000000001,0.037000000000000005,0.037000000000000005,0.748,0.015,0.015,K0,1.0,,,5314.0,88.0,88.0,,,,0.19820661870757322,0.014954976711875996,0.014954976711875996
WASP-85 b,Confirmed,1.265,0.065,0.065,1.265,0.065,0.065,1.24,0.03,0.03,2.6556777,4.4e-07,4.4e-07,0.039,0.001,0.001,,,,89.69,0.03,0.11,,2014.0,2015-08-31,,,,,,,,,,2456847.4728599996,1.4000000000000001e-05,1.4000000000000001e-05,,,,,,,0.047,0.018000000000000002,0.005,,,,,,,1452.0,,,,,,,,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,,,WASP-85,175.90833334599998,6.563611132999999,11.2,,,,,,,,,,,1.09,0.08,0.08,0.935,0.023,0.023,G8,,,,6112.0,27.0,27.0,,,,0.15839331956215352,0.01543254168164137,0.01543254168164137
WASP-87 A b,Confirmed,2.21,0.16,0.16,2.18,0.15,0.15,1.385,0.06,0.06,1.682795,1.9e-06,1.9e-06,0.029460000000000004,0.00075,0.00075,0.0,,,81.07,0.63,0.63,,2014.0,2017-06-08,,,,,,,,,,2456361.8403,0.00021,0.00021,,,,352.0,11.0,11.0,0.604,,,,,,325.0,14.0,14.0,2322.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-87 A,185.32500000599998,-52.840833356000005,10.7,,,,,240.0,20.0,20.0,-0.41,0.1,0.1,1.204,0.09300000000000001,0.09300000000000001,1.6269999999999998,0.062,0.062,F5,3.8,0.8,0.8,6450.0,120.0,120.0,,,,0.19858861373078876,0.040935571015979,0.040935571015979
WASP-91 b,Confirmed,1.34,0.08,0.08,,,,1.03,0.04,0.04,1.7985810000000002,3e-06,3e-06,0.037000000000000005,0.001,0.001,0.0,,,86.8,0.4,0.4,,2017.0,2017-01-17,,,,,,,,,,2456297.719,0.0002,0.0002,,,,,,,0.51,0.04,0.04,,,,217.0,5.0,5.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-91,357.845833341,-70.152777783,12.0,,,,,,,,0.19,0.13,0.13,0.84,0.07,0.07,0.86,0.03,0.03,K3,,,,4920.0,80.0,80.0,,,,0.29275513061790337,0.041374266657327706,0.041374266657327706
WASP-92 b,Confirmed,0.805,0.068,0.068,,,,1.4609999999999999,0.077,0.077,2.1746742,1.6e-06,1.6e-06,0.0348,0.00036,0.00036,0.0,,,83.75,0.69,0.69,,2016.0,2017-06-25,,,,,,,,,,2456381.2834,0.00027,0.00027,,,,,,,0.608,0.043,0.043,,,,111.6,9.0,9.0,1871.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-92,246.692000015,51.041166673599996,13.18,,,,,530.0,90.0,90.0,0.0,0.14,0.14,1.19,0.037000000000000005,0.037000000000000005,1.341,0.057999999999999996,0.057999999999999996,F7,,,,6280.0,120.0,120.0,,,,0.06162495615067544,0.010606485892765022,0.010606485892765022
